run_name,protocol,status,summary_path,config_snapshot_path,created_at
C2DTI_EVAL_DAVIS_RANDOM_NO_MAS_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_RANDOM_NO_MAS_S42-20260424-215018/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_RANDOM_NO_MAS_S42-20260424-215018/config_snapshot.yaml,2026-04-24T21:50:18
C2DTI_EVAL_DAVIS_COLD_DRUG_FULL_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_FULL_S10-20260424-215023/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_FULL_S10-20260424-215023/config_snapshot.yaml,2026-04-24T21:50:23
C2DTI_EVAL_DAVIS_COLD_DRUG_FULL_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_FULL_S34-20260424-215028/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_FULL_S34-20260424-215028/config_snapshot.yaml,2026-04-24T21:50:28
C2DTI_EVAL_DAVIS_COLD_DRUG_FULL_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_FULL_S42-20260424-215032/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_FULL_S42-20260424-215032/config_snapshot.yaml,2026-04-24T21:50:32
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CAUSAL_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CAUSAL_S10-20260424-215036/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CAUSAL_S10-20260424-215036/config_snapshot.yaml,2026-04-24T21:50:36
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CAUSAL_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CAUSAL_S34-20260424-215041/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CAUSAL_S34-20260424-215041/config_snapshot.yaml,2026-04-24T21:50:41
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CAUSAL_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CAUSAL_S42-20260424-215045/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CAUSAL_S42-20260424-215045/config_snapshot.yaml,2026-04-24T21:50:45
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_IRM_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_IRM_S10-20260424-215049/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_IRM_S10-20260424-215049/config_snapshot.yaml,2026-04-24T21:50:49
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_IRM_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_IRM_S34-20260424-215054/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_IRM_S34-20260424-215054/config_snapshot.yaml,2026-04-24T21:50:54
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_IRM_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_IRM_S42-20260424-215058/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_IRM_S42-20260424-215058/config_snapshot.yaml,2026-04-24T21:50:58
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CF_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CF_S10-20260424-215102/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CF_S10-20260424-215102/config_snapshot.yaml,2026-04-24T21:51:02
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CF_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CF_S34-20260424-215107/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CF_S34-20260424-215107/config_snapshot.yaml,2026-04-24T21:51:07
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CF_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CF_S42-20260424-215111/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_CF_S42-20260424-215111/config_snapshot.yaml,2026-04-24T21:51:11
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_MAS_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_MAS_S10-20260424-215115/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_MAS_S10-20260424-215115/config_snapshot.yaml,2026-04-24T21:51:15
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_MAS_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_MAS_S34-20260424-215119/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_MAS_S34-20260424-215119/config_snapshot.yaml,2026-04-24T21:51:19
C2DTI_EVAL_DAVIS_COLD_DRUG_NO_MAS_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_MAS_S42-20260424-215124/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_DRUG_NO_MAS_S42-20260424-215124/config_snapshot.yaml,2026-04-24T21:51:24
C2DTI_EVAL_DAVIS_COLD_TARGET_FULL_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_FULL_S10-20260424-215128/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_FULL_S10-20260424-215128/config_snapshot.yaml,2026-04-24T21:51:28
C2DTI_EVAL_DAVIS_COLD_TARGET_FULL_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_FULL_S34-20260424-215132/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_FULL_S34-20260424-215132/config_snapshot.yaml,2026-04-24T21:51:32
C2DTI_EVAL_DAVIS_COLD_TARGET_FULL_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_FULL_S42-20260424-215136/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_FULL_S42-20260424-215136/config_snapshot.yaml,2026-04-24T21:51:36
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CAUSAL_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CAUSAL_S10-20260424-215141/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CAUSAL_S10-20260424-215141/config_snapshot.yaml,2026-04-24T21:51:41
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CAUSAL_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CAUSAL_S34-20260424-215145/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CAUSAL_S34-20260424-215145/config_snapshot.yaml,2026-04-24T21:51:45
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CAUSAL_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CAUSAL_S42-20260424-215150/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CAUSAL_S42-20260424-215150/config_snapshot.yaml,2026-04-24T21:51:50
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_IRM_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_IRM_S10-20260424-215154/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_IRM_S10-20260424-215154/config_snapshot.yaml,2026-04-24T21:51:54
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_IRM_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_IRM_S34-20260424-215158/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_IRM_S34-20260424-215158/config_snapshot.yaml,2026-04-24T21:51:58
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_IRM_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_IRM_S42-20260424-215203/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_IRM_S42-20260424-215203/config_snapshot.yaml,2026-04-24T21:52:03
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CF_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CF_S10-20260424-215207/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CF_S10-20260424-215207/config_snapshot.yaml,2026-04-24T21:52:07
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CF_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CF_S34-20260424-215212/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CF_S34-20260424-215212/config_snapshot.yaml,2026-04-24T21:52:12
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CF_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CF_S42-20260424-215216/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_CF_S42-20260424-215216/config_snapshot.yaml,2026-04-24T21:52:16
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_MAS_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_MAS_S10-20260424-215220/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_MAS_S10-20260424-215220/config_snapshot.yaml,2026-04-24T21:52:20
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_MAS_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_MAS_S34-20260424-215224/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_MAS_S34-20260424-215224/config_snapshot.yaml,2026-04-24T21:52:24
C2DTI_EVAL_DAVIS_COLD_TARGET_NO_MAS_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_MAS_S42-20260424-215229/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_DAVIS_COLD_TARGET_NO_MAS_S42-20260424-215229/config_snapshot.yaml,2026-04-24T21:52:29
C2DTI_EVAL_KIBA_RANDOM_FULL_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_FULL_S10-20260424-215233/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_FULL_S10-20260424-215233/config_snapshot.yaml,2026-04-24T21:52:33
C2DTI_EVAL_KIBA_RANDOM_FULL_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_FULL_S34-20260424-215237/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_FULL_S34-20260424-215237/config_snapshot.yaml,2026-04-24T21:52:37
C2DTI_EVAL_KIBA_RANDOM_FULL_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_FULL_S42-20260424-215241/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_FULL_S42-20260424-215241/config_snapshot.yaml,2026-04-24T21:52:41
C2DTI_EVAL_KIBA_RANDOM_NO_CAUSAL_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CAUSAL_S10-20260424-215245/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CAUSAL_S10-20260424-215245/config_snapshot.yaml,2026-04-24T21:52:45
C2DTI_EVAL_KIBA_RANDOM_NO_CAUSAL_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CAUSAL_S34-20260424-215249/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CAUSAL_S34-20260424-215249/config_snapshot.yaml,2026-04-24T21:52:49
C2DTI_EVAL_KIBA_RANDOM_NO_CAUSAL_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CAUSAL_S42-20260424-215253/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CAUSAL_S42-20260424-215253/config_snapshot.yaml,2026-04-24T21:52:53
C2DTI_EVAL_KIBA_RANDOM_NO_IRM_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_IRM_S10-20260424-215257/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_IRM_S10-20260424-215257/config_snapshot.yaml,2026-04-24T21:52:57
C2DTI_EVAL_KIBA_RANDOM_NO_IRM_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_IRM_S34-20260424-215301/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_IRM_S34-20260424-215301/config_snapshot.yaml,2026-04-24T21:53:01
C2DTI_EVAL_KIBA_RANDOM_NO_IRM_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_IRM_S42-20260424-215305/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_IRM_S42-20260424-215305/config_snapshot.yaml,2026-04-24T21:53:05
C2DTI_EVAL_KIBA_RANDOM_NO_CF_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CF_S10-20260424-215309/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CF_S10-20260424-215309/config_snapshot.yaml,2026-04-24T21:53:09
C2DTI_EVAL_KIBA_RANDOM_NO_CF_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CF_S34-20260424-215313/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CF_S34-20260424-215313/config_snapshot.yaml,2026-04-24T21:53:13
C2DTI_EVAL_KIBA_RANDOM_NO_CF_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CF_S42-20260424-215317/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_CF_S42-20260424-215317/config_snapshot.yaml,2026-04-24T21:53:17
C2DTI_EVAL_KIBA_RANDOM_NO_MAS_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_MAS_S10-20260424-215321/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_MAS_S10-20260424-215321/config_snapshot.yaml,2026-04-24T21:53:21
C2DTI_EVAL_KIBA_RANDOM_NO_MAS_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_MAS_S34-20260424-215325/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_MAS_S34-20260424-215325/config_snapshot.yaml,2026-04-24T21:53:25
C2DTI_EVAL_KIBA_RANDOM_NO_MAS_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_MAS_S42-20260424-215329/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_RANDOM_NO_MAS_S42-20260424-215329/config_snapshot.yaml,2026-04-24T21:53:29
C2DTI_EVAL_KIBA_COLD_DRUG_FULL_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_FULL_S10-20260424-215333/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_FULL_S10-20260424-215333/config_snapshot.yaml,2026-04-24T21:53:33
C2DTI_EVAL_KIBA_COLD_DRUG_FULL_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_FULL_S34-20260424-215336/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_FULL_S34-20260424-215336/config_snapshot.yaml,2026-04-24T21:53:36
C2DTI_EVAL_KIBA_COLD_DRUG_FULL_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_FULL_S42-20260424-215340/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_FULL_S42-20260424-215340/config_snapshot.yaml,2026-04-24T21:53:40
C2DTI_EVAL_KIBA_COLD_DRUG_NO_CAUSAL_S10,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_NO_CAUSAL_S10-20260424-215344/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_NO_CAUSAL_S10-20260424-215344/config_snapshot.yaml,2026-04-24T21:53:44
C2DTI_EVAL_KIBA_COLD_DRUG_NO_CAUSAL_S34,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_NO_CAUSAL_S34-20260424-215349/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_NO_CAUSAL_S34-20260424-215349/config_snapshot.yaml,2026-04-24T21:53:49
C2DTI_EVAL_KIBA_COLD_DRUG_NO_CAUSAL_S42,P1,completed,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_NO_CAUSAL_S42-20260424-215353/summary.json,/home/hussen/MINDG/C2DTI/outputs/runs/C2DTI_EVAL_KIBA_COLD_DRUG_NO_CAUSAL_S42-20260424-215353/config_snapshot.yaml,2026-04-24T21:53:53
